date,position,row_sum,expected,delta,file
2008-06-15,1,36.0,37,-1.0,daily
2008-06-15,2,36.0,37,-1.0,daily
2008-06-15,3,36.0,37,-1.0,daily
2008-06-15,4,36.0,37,-1.0,daily
2008-06-22,1,36.0,37,-1.0,daily
2008-06-22,2,36.0,37,-1.0,daily
2008-06-22,3,36.0,37,-1.0,daily
2008-06-22,4,36.0,37,-1.0,daily
2008-06-29,1,36.0,37,-1.0,daily
2008-06-29,2,36.0,37,-1.0,daily
2008-06-29,3,36.0,37,-1.0,daily
2008-06-29,4,36.0,37,-1.0,daily
2008-07-06,1,36.0,37,-1.0,daily
2008-07-06,2,36.0,37,-1.0,daily
2008-07-06,3,36.0,37,-1.0,daily
2008-07-06,4,36.0,37,-1.0,daily
2008-07-13,1,36.0,37,-1.0,daily
2008-07-13,2,36.0,37,-1.0,daily
2008-07-13,3,36.0,37,-1.0,daily
2008-07-13,4,36.0,37,-1.0,daily
2008-07-20,1,36.0,37,-1.0,daily
2008-07-20,2,36.0,37,-1.0,daily
2008-07-20,3,36.0,37,-1.0,daily
2008-07-20,4,36.0,37,-1.0,daily
2008-07-27,1,36.0,37,-1.0,daily
2008-07-27,2,36.0,37,-1.0,daily
2008-07-27,3,36.0,37,-1.0,daily
2008-07-27,4,36.0,37,-1.0,daily
2008-08-03,1,36.0,37,-1.0,daily
2008-08-03,2,36.0,37,-1.0,daily
2008-08-03,3,36.0,37,-1.0,daily
2008-08-03,4,36.0,37,-1.0,daily
2008-08-10,1,36.0,37,-1.0,daily
2008-08-10,2,36.0,37,-1.0,daily
2008-08-10,3,36.0,37,-1.0,daily
2008-08-10,4,36.0,37,-1.0,daily
2008-08-17,1,36.0,37,-1.0,daily
2008-08-17,2,36.0,37,-1.0,daily
2008-08-17,3,36.0,37,-1.0,daily
2008-08-17,4,36.0,37,-1.0,daily
2008-08-24,1,36.0,37,-1.0,daily
2008-08-24,2,36.0,37,-1.0,daily
2008-08-24,3,36.0,37,-1.0,daily
2008-08-24,4,36.0,37,-1.0,daily
2008-08-31,1,36.0,37,-1.0,daily
2008-08-31,2,36.0,37,-1.0,daily
2008-08-31,3,36.0,37,-1.0,daily
2008-08-31,4,36.0,37,-1.0,daily
2008-09-07,1,36.0,37,-1.0,daily
2008-09-07,2,36.0,37,-1.0,daily
2008-09-07,3,36.0,37,-1.0,daily
2008-09-07,4,36.0,37,-1.0,daily
2008-09-14,1,36.0,37,-1.0,daily
2008-09-14,2,36.0,37,-1.0,daily
2008-09-14,3,36.0,37,-1.0,daily
2008-09-14,4,36.0,37,-1.0,daily
2008-09-21,1,36.0,37,-1.0,daily
2008-09-21,2,36.0,37,-1.0,daily
2008-09-21,3,36.0,37,-1.0,daily
2008-09-21,4,36.0,37,-1.0,daily
2008-09-28,1,36.0,37,-1.0,daily
2008-09-28,2,36.0,37,-1.0,daily
2008-09-28,3,36.0,37,-1.0,daily
2008-09-28,4,36.0,37,-1.0,daily
2008-10-05,1,36.0,37,-1.0,daily
2008-10-05,2,36.0,37,-1.0,daily
2008-10-05,3,36.0,37,-1.0,daily
2008-10-05,4,36.0,37,-1.0,daily
2008-10-12,1,36.0,37,-1.0,daily
2008-10-12,2,36.0,37,-1.0,daily
2008-10-12,3,36.0,37,-1.0,daily
2008-10-12,4,36.0,37,-1.0,daily
2008-10-19,1,36.0,37,-1.0,daily
2008-10-19,2,36.0,37,-1.0,daily
2008-10-19,3,36.0,37,-1.0,daily
2008-10-19,4,36.0,37,-1.0,daily
2008-10-26,1,36.0,37,-1.0,daily
2008-10-26,2,36.0,37,-1.0,daily
2008-10-26,3,36.0,37,-1.0,daily
2008-10-26,4,36.0,37,-1.0,daily
2008-11-02,1,36.0,37,-1.0,daily
2008-11-02,2,36.0,37,-1.0,daily
2008-11-02,3,36.0,37,-1.0,daily
2008-11-02,4,36.0,37,-1.0,daily
2008-11-09,1,36.0,37,-1.0,daily
2008-11-09,2,36.0,37,-1.0,daily
2008-11-09,3,36.0,37,-1.0,daily
2008-11-09,4,36.0,37,-1.0,daily
2008-11-16,1,36.0,37,-1.0,daily
2008-11-16,2,36.0,37,-1.0,daily
2008-11-16,3,36.0,37,-1.0,daily
2008-11-16,4,36.0,37,-1.0,daily
2008-11-20,1,36.0,37,-1.0,daily
2008-11-20,2,36.0,37,-1.0,daily
2008-11-20,3,36.0,37,-1.0,daily
2008-11-20,4,36.0,37,-1.0,daily
2008-11-23,1,36.0,37,-1.0,daily
2008-11-23,2,36.0,37,-1.0,daily
2008-11-23,3,36.0,37,-1.0,daily
2008-11-23,4,36.0,37,-1.0,daily
2008-11-30,1,36.0,37,-1.0,daily
2008-11-30,2,36.0,37,-1.0,daily
2008-11-30,3,36.0,37,-1.0,daily
2008-11-30,4,36.0,37,-1.0,daily
2008-12-01,1,36.0,37,-1.0,daily
2008-12-01,2,36.0,37,-1.0,daily
2008-12-01,3,36.0,37,-1.0,daily
2008-12-01,4,36.0,37,-1.0,daily
2008-12-07,1,36.0,37,-1.0,daily
2008-12-07,2,36.0,37,-1.0,daily
2008-12-07,3,36.0,37,-1.0,daily
2008-12-07,4,36.0,37,-1.0,daily
2008-12-14,1,36.0,37,-1.0,daily
2008-12-14,2,36.0,37,-1.0,daily
2008-12-14,3,36.0,37,-1.0,daily
2008-12-14,4,36.0,37,-1.0,daily
2008-12-18,1,36.0,37,-1.0,daily
2008-12-18,2,36.0,37,-1.0,daily
2008-12-18,3,36.0,37,-1.0,daily
2008-12-18,4,36.0,37,-1.0,daily
2008-12-21,1,36.0,37,-1.0,daily
2008-12-21,2,36.0,37,-1.0,daily
2008-12-21,3,36.0,37,-1.0,daily
2008-12-21,4,36.0,37,-1.0,daily
2008-12-25,1,28.0,37,-9.0,daily
2008-12-25,2,28.0,37,-9.0,daily
2008-12-25,3,28.0,37,-9.0,daily
2008-12-25,4,28.0,37,-9.0,daily
2008-12-28,1,36.0,37,-1.0,daily
2008-12-28,2,36.0,37,-1.0,daily
2008-12-28,3,36.0,37,-1.0,daily
2008-12-28,4,36.0,37,-1.0,daily
2009-01-04,1,36.0,37,-1.0,daily
2009-01-04,2,36.0,37,-1.0,daily
2009-01-04,3,36.0,37,-1.0,daily
2009-01-04,4,36.0,37,-1.0,daily
2009-01-11,1,36.0,37,-1.0,daily
2009-01-11,2,36.0,37,-1.0,daily
2009-01-11,3,36.0,37,-1.0,daily
2009-01-11,4,36.0,37,-1.0,daily
2009-01-18,1,36.0,37,-1.0,daily
2009-01-18,2,36.0,37,-1.0,daily
2009-01-18,3,36.0,37,-1.0,daily
2009-01-18,4,36.0,37,-1.0,daily
2009-01-25,1,36.0,37,-1.0,daily
2009-01-25,2,36.0,37,-1.0,daily
2009-01-25,3,36.0,37,-1.0,daily
2009-01-25,4,36.0,37,-1.0,daily
2009-02-01,1,36.0,37,-1.0,daily
2009-02-01,2,36.0,37,-1.0,daily
2009-02-01,3,36.0,37,-1.0,daily
2009-02-01,4,36.0,37,-1.0,daily
2009-02-08,1,36.0,37,-1.0,daily
2009-02-08,2,36.0,37,-1.0,daily
2009-02-08,3,36.0,37,-1.0,daily
2009-02-08,4,36.0,37,-1.0,daily
2009-02-15,1,36.0,37,-1.0,daily
2009-02-15,2,36.0,37,-1.0,daily
2009-02-15,3,36.0,37,-1.0,daily
2009-02-15,4,36.0,37,-1.0,daily
2009-02-22,1,36.0,37,-1.0,daily
2009-02-22,2,36.0,37,-1.0,daily
2009-02-22,3,36.0,37,-1.0,daily
2009-02-22,4,36.0,37,-1.0,daily
2009-03-01,1,36.0,37,-1.0,daily
2009-03-01,2,36.0,37,-1.0,daily
2009-03-01,3,36.0,37,-1.0,daily
2009-03-01,4,36.0,37,-1.0,daily
2009-03-08,1,35.0,37,-2.0,daily
2009-03-08,2,35.0,37,-2.0,daily
2009-03-08,3,35.0,37,-2.0,daily
2009-03-08,4,35.0,37,-2.0,daily
2009-03-15,1,36.0,37,-1.0,daily
2009-03-15,2,36.0,37,-1.0,daily
2009-03-15,3,36.0,37,-1.0,daily
2009-03-15,4,36.0,37,-1.0,daily
2009-03-22,1,36.0,37,-1.0,daily
2009-03-22,2,36.0,37,-1.0,daily
2009-03-22,3,36.0,37,-1.0,daily
2009-03-22,4,36.0,37,-1.0,daily
2009-03-29,1,36.0,37,-1.0,daily
2009-03-29,2,36.0,37,-1.0,daily
2009-03-29,3,36.0,37,-1.0,daily
2009-03-29,4,36.0,37,-1.0,daily
2009-04-05,1,36.0,37,-1.0,daily
2009-04-05,2,36.0,37,-1.0,daily
2009-04-05,3,36.0,37,-1.0,daily
2009-04-05,4,36.0,37,-1.0,daily
2009-04-12,1,36.0,37,-1.0,daily
2009-04-12,2,36.0,37,-1.0,daily
2009-04-12,3,36.0,37,-1.0,daily
2009-04-12,4,36.0,37,-1.0,daily
2009-05-23,1,36.0,37,-1.0,daily
2009-05-23,2,36.0,37,-1.0,daily
2009-05-23,3,36.0,37,-1.0,daily
2009-05-23,4,36.0,37,-1.0,daily
2009-12-25,1,30.0,37,-7.0,daily
2009-12-25,2,30.0,37,-7.0,daily
2009-12-25,3,30.0,37,-7.0,daily
2009-12-25,4,30.0,37,-7.0,daily
2010-02-02,1,36.0,37,-1.0,daily
2010-02-02,2,36.0,37,-1.0,daily
2010-02-02,3,36.0,37,-1.0,daily
2010-02-02,4,36.0,37,-1.0,daily
2010-02-12,1,36.0,37,-1.0,daily
2010-02-12,2,36.0,37,-1.0,daily
2010-02-12,3,36.0,37,-1.0,daily
2010-02-12,4,36.0,37,-1.0,daily
2010-06-18,1,36.0,37,-1.0,daily
2010-06-18,2,36.0,37,-1.0,daily
2010-06-18,3,36.0,37,-1.0,daily
2010-06-18,4,36.0,37,-1.0,daily
2010-12-25,1,30.0,37,-7.0,daily
2010-12-25,2,30.0,37,-7.0,daily
2010-12-25,3,30.0,37,-7.0,daily
2010-12-25,4,30.0,37,-7.0,daily
2011-06-08,1,36.0,37,-1.0,daily
2011-06-08,2,36.0,37,-1.0,daily
2011-06-08,3,36.0,37,-1.0,daily
2011-06-08,4,36.0,37,-1.0,daily
2011-08-28,1,36.0,37,-1.0,daily
2011-08-28,2,36.0,37,-1.0,daily
2011-08-28,3,36.0,37,-1.0,daily
2011-08-28,4,36.0,37,-1.0,daily
2011-12-25,1,32.0,37,-5.0,daily
2011-12-25,2,32.0,37,-5.0,daily
2011-12-25,3,32.0,37,-5.0,daily
2011-12-25,4,32.0,37,-5.0,daily
2012-05-14,1,35.0,37,-2.0,daily
2012-05-14,2,35.0,37,-2.0,daily
2012-05-14,3,35.0,37,-2.0,daily
2012-05-14,4,35.0,37,-2.0,daily
2012-10-30,1,36.0,37,-1.0,daily
2012-10-30,2,36.0,37,-1.0,daily
2012-10-30,3,36.0,37,-1.0,daily
2012-10-30,4,36.0,37,-1.0,daily
2012-10-31,1,36.0,37,-1.0,daily
2012-10-31,2,36.0,37,-1.0,daily
2012-10-31,3,36.0,37,-1.0,daily
2012-10-31,4,36.0,37,-1.0,daily
2012-12-25,1,32.0,37,-5.0,daily
2012-12-25,2,32.0,37,-5.0,daily
2012-12-25,3,32.0,37,-5.0,daily
2012-12-25,4,32.0,37,-5.0,daily
2013-11-11,1,36.0,37,-1.0,daily
2013-11-11,2,36.0,37,-1.0,daily
2013-11-11,3,36.0,37,-1.0,daily
2013-11-11,4,36.0,37,-1.0,daily
2013-12-25,1,34.0,37,-3.0,daily
2013-12-25,2,34.0,37,-3.0,daily
2013-12-25,3,34.0,37,-3.0,daily
2013-12-25,4,34.0,37,-3.0,daily
2014-02-09,1,36.0,37,-1.0,daily
2014-02-09,2,36.0,37,-1.0,daily
2014-02-09,3,36.0,37,-1.0,daily
2014-02-09,4,36.0,37,-1.0,daily
2014-03-10,1,36.0,37,-1.0,daily
2014-03-10,2,36.0,37,-1.0,daily
2014-03-10,3,36.0,37,-1.0,daily
2014-03-10,4,36.0,37,-1.0,daily
2014-06-03,1,36.0,37,-1.0,daily
2014-06-03,2,36.0,37,-1.0,daily
2014-06-03,3,36.0,37,-1.0,daily
2014-06-03,4,36.0,37,-1.0,daily
2014-06-22,1,36.0,37,-1.0,daily
2014-06-22,2,36.0,37,-1.0,daily
2014-06-22,3,36.0,37,-1.0,daily
2014-06-22,4,36.0,37,-1.0,daily
2014-12-25,1,35.0,37,-2.0,daily
2014-12-25,2,35.0,37,-2.0,daily
2014-12-25,3,35.0,37,-2.0,daily
2014-12-25,4,35.0,37,-2.0,daily
2015-02-14,1,36.0,37,-1.0,daily
2015-02-14,2,36.0,37,-1.0,daily
2015-02-14,3,36.0,37,-1.0,daily
2015-02-14,4,36.0,37,-1.0,daily
2015-07-05,1,36.0,37,-1.0,daily
2015-07-05,2,36.0,37,-1.0,daily
2015-07-05,3,36.0,37,-1.0,daily
2015-07-05,4,36.0,37,-1.0,daily
2015-09-16,1,36.0,37,-1.0,daily
2015-09-16,2,36.0,37,-1.0,daily
2015-09-16,3,36.0,37,-1.0,daily
2015-09-16,4,36.0,37,-1.0,daily
2015-10-23,1,36.0,37,-1.0,daily
2015-10-23,2,36.0,37,-1.0,daily
2015-10-23,3,36.0,37,-1.0,daily
2015-10-23,4,36.0,37,-1.0,daily
2015-12-25,1,34.0,37,-3.0,daily
2015-12-25,2,34.0,37,-3.0,daily
2015-12-25,3,34.0,37,-3.0,daily
2015-12-25,4,34.0,37,-3.0,daily
2016-12-25,1,34.0,37,-3.0,daily
2016-12-25,2,34.0,37,-3.0,daily
2016-12-25,3,34.0,37,-3.0,daily
2016-12-25,4,34.0,37,-3.0,daily
2017-01-11,1,36.0,37,-1.0,daily
2017-01-11,2,36.0,37,-1.0,daily
2017-01-11,3,36.0,37,-1.0,daily
2017-01-11,4,36.0,37,-1.0,daily
2017-12-25,1,34.0,37,-3.0,daily
2017-12-25,2,34.0,37,-3.0,daily
2017-12-25,3,34.0,37,-3.0,daily
2017-12-25,4,34.0,37,-3.0,daily
2017-12-31,1,36.0,37,-1.0,daily
2017-12-31,2,36.0,37,-1.0,daily
2017-12-31,3,36.0,37,-1.0,daily
2017-12-31,4,36.0,37,-1.0,daily
2018-04-30,1,36.0,37,-1.0,daily
2018-04-30,2,36.0,37,-1.0,daily
2018-04-30,3,36.0,37,-1.0,daily
2018-04-30,4,36.0,37,-1.0,daily
2018-12-25,1,34.0,37,-3.0,daily
2018-12-25,2,34.0,37,-3.0,daily
2018-12-25,3,34.0,37,-3.0,daily
2018-12-25,4,34.0,37,-3.0,daily
2019-12-25,1,34.0,37,-3.0,daily
2019-12-25,2,34.0,37,-3.0,daily
2019-12-25,3,34.0,37,-3.0,daily
2019-12-25,4,34.0,37,-3.0,daily
2020-08-18,1,36.0,37,-1.0,daily
2020-08-18,2,36.0,37,-1.0,daily
2020-08-18,3,36.0,37,-1.0,daily
2020-08-18,4,36.0,37,-1.0,daily
2020-12-25,1,34.0,37,-3.0,daily
2020-12-25,2,34.0,37,-3.0,daily
2020-12-25,3,34.0,37,-3.0,daily
2020-12-25,4,34.0,37,-3.0,daily
2021-02-26,1,36.0,37,-1.0,daily
2021-02-26,2,36.0,37,-1.0,daily
2021-02-26,3,36.0,37,-1.0,daily
2021-02-26,4,36.0,37,-1.0,daily
2021-07-13,1,35.0,37,-2.0,daily
2021-07-13,2,35.0,37,-2.0,daily
2021-07-13,3,35.0,37,-2.0,daily
2021-07-13,4,35.0,37,-2.0,daily
2021-08-22,1,36.0,37,-1.0,daily
2021-08-22,2,36.0,37,-1.0,daily
2021-08-22,3,36.0,37,-1.0,daily
2021-08-22,4,36.0,37,-1.0,daily
2021-08-28,1,36.0,37,-1.0,daily
2021-08-28,2,36.0,37,-1.0,daily
2021-08-28,3,36.0,37,-1.0,daily
2021-08-28,4,36.0,37,-1.0,daily
2021-08-29,1,36.0,37,-1.0,daily
2021-08-29,2,36.0,37,-1.0,daily
2021-08-29,3,36.0,37,-1.0,daily
2021-08-29,4,36.0,37,-1.0,daily
2021-12-25,1,34.0,37,-3.0,daily
2021-12-25,2,34.0,37,-3.0,daily
2021-12-25,3,34.0,37,-3.0,daily
2021-12-25,4,34.0,37,-3.0,daily
2022-12-25,1,34.0,37,-3.0,daily
2022-12-25,2,34.0,37,-3.0,daily
2022-12-25,3,34.0,37,-3.0,daily
2022-12-25,4,34.0,37,-3.0,daily
2023-08-23,1,36.0,37,-1.0,daily
2023-08-23,2,36.0,37,-1.0,daily
2023-08-23,3,36.0,37,-1.0,daily
2023-08-23,4,36.0,37,-1.0,daily
2023-12-25,1,34.0,37,-3.0,daily
2023-12-25,2,34.0,37,-3.0,daily
2023-12-25,3,34.0,37,-3.0,daily
2023-12-25,4,34.0,37,-3.0,daily
2024-04-21,1,36.0,37,-1.0,daily
2024-04-21,2,36.0,37,-1.0,daily
2024-04-21,3,36.0,37,-1.0,daily
2024-04-21,4,36.0,37,-1.0,daily
2024-10-24,1,35.0,37,-2.0,daily
2024-10-24,2,35.0,37,-2.0,daily
2024-10-24,3,35.0,37,-2.0,daily
2024-10-24,4,35.0,37,-2.0,daily
2024-12-25,1,34.0,37,-3.0,daily
2024-12-25,2,34.0,37,-3.0,daily
2024-12-25,3,34.0,37,-3.0,daily
2024-12-25,4,34.0,37,-3.0,daily
2024-12-28,1,36.0,37,-1.0,daily
2024-12-28,2,36.0,37,-1.0,daily
2024-12-28,3,36.0,37,-1.0,daily
2024-12-28,4,36.0,37,-1.0,daily
2025-09-23,1,36.0,37,-1.0,daily
2025-09-23,2,36.0,37,-1.0,daily
2025-09-23,3,36.0,37,-1.0,daily
2025-09-23,4,36.0,37,-1.0,daily
2008-06-15,1,15.0,16,-1.0,mid
2008-06-15,2,15.0,16,-1.0,mid
2008-06-15,3,15.0,16,-1.0,mid
2008-06-15,4,15.0,16,-1.0,mid
2008-06-22,1,15.0,16,-1.0,mid
2008-06-22,2,15.0,16,-1.0,mid
2008-06-22,3,15.0,16,-1.0,mid
2008-06-22,4,15.0,16,-1.0,mid
2008-06-29,1,15.0,16,-1.0,mid
2008-06-29,2,15.0,16,-1.0,mid
2008-06-29,3,15.0,16,-1.0,mid
2008-06-29,4,15.0,16,-1.0,mid
2008-07-06,1,15.0,16,-1.0,mid
2008-07-06,2,15.0,16,-1.0,mid
2008-07-06,3,15.0,16,-1.0,mid
2008-07-06,4,15.0,16,-1.0,mid
2008-07-13,1,15.0,16,-1.0,mid
2008-07-13,2,15.0,16,-1.0,mid
2008-07-13,3,15.0,16,-1.0,mid
2008-07-13,4,15.0,16,-1.0,mid
